idx,gnb_timestamp,gnb_offset,gnb_size,gnb_rssi,gnb_detection_metric,sniffer_index,match,reason,sniffer_peak_db,sniffer_peak_idx,time_shift_samples,time_shift_ms,sniffer_index_aligned,median_shift_samples,in_range_after,matched_after,shift_after_samples
3159,18-Aug-2025 20:07:53,21221160,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3160,18-Aug-2025 20:07:53,21222828,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3161,18-Aug-2025 20:07:53,21224496,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3162,18-Aug-2025 20:07:53,21226164,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3163,18-Aug-2025 20:07:53,21227832,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3164,18-Aug-2025 20:07:53,21229500,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3165,18-Aug-2025 20:07:53,21231168,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3166,18-Aug-2025 20:07:53,21232836,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3167,18-Aug-2025 20:07:53,21234504,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3168,18-Aug-2025 20:07:53,21236172,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3169,18-Aug-2025 20:07:53,21237840,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3170,18-Aug-2025 20:07:53,21239508,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3171,18-Aug-2025 20:07:53,21241176,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3172,18-Aug-2025 20:07:53,21242844,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3173,18-Aug-2025 20:07:53,21244512,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3174,18-Aug-2025 20:07:53,21246180,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3175,18-Aug-2025 20:07:53,21247848,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3176,18-Aug-2025 20:07:53,21249516,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3177,18-Aug-2025 20:07:53,21251184,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3178,18-Aug-2025 20:07:53,21252852,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3179,18-Aug-2025 20:07:53,21254520,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3180,18-Aug-2025 20:07:53,21256188,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3181,18-Aug-2025 20:07:53,21257856,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3182,18-Aug-2025 20:07:53,21259524,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3183,18-Aug-2025 20:07:53,21261192,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3184,18-Aug-2025 20:07:53,21262860,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3185,18-Aug-2025 20:07:53,21264528,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3186,18-Aug-2025 20:07:53,21266196,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3187,18-Aug-2025 20:07:53,21267864,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3188,18-Aug-2025 20:07:53,21269532,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3189,18-Aug-2025 20:07:53,21271200,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3190,18-Aug-2025 20:07:53,21272868,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3191,18-Aug-2025 20:07:53,21274536,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3192,18-Aug-2025 20:07:53,21276204,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3193,18-Aug-2025 20:07:53,21277872,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3194,18-Aug-2025 20:07:53,21279540,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3195,18-Aug-2025 20:07:53,21281208,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3196,18-Aug-2025 20:07:53,21282876,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3197,18-Aug-2025 20:07:53,21284544,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3198,18-Aug-2025 20:07:53,21286212,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3199,18-Aug-2025 20:07:53,21287880,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3200,18-Aug-2025 20:07:53,21289548,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3201,18-Aug-2025 20:07:53,21291216,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3202,18-Aug-2025 20:07:53,21292884,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3203,18-Aug-2025 20:07:53,21294552,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3204,18-Aug-2025 20:07:53,21296220,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3205,18-Aug-2025 20:07:53,21297888,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3206,18-Aug-2025 20:07:53,21299556,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3207,18-Aug-2025 20:07:53,21301224,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3208,18-Aug-2025 20:07:53,21302892,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3209,18-Aug-2025 20:07:53,21304560,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3210,18-Aug-2025 20:07:53,21306228,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3211,18-Aug-2025 20:07:53,21307896,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3212,18-Aug-2025 20:07:53,21309564,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3213,18-Aug-2025 20:07:53,21311232,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3214,18-Aug-2025 20:07:53,21312900,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3215,18-Aug-2025 20:07:53,21314568,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3216,18-Aug-2025 20:07:53,21316236,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3217,18-Aug-2025 20:07:53,21317904,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3218,18-Aug-2025 20:07:53,21319572,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3219,18-Aug-2025 20:07:53,21321240,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3220,18-Aug-2025 20:07:53,21322908,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3221,18-Aug-2025 20:07:53,21324576,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3222,18-Aug-2025 20:07:53,21326244,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3223,18-Aug-2025 20:07:53,21327912,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3224,18-Aug-2025 20:07:53,21329580,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3225,18-Aug-2025 20:07:53,21331248,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3226,18-Aug-2025 20:07:53,21332916,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3227,18-Aug-2025 20:07:53,21334584,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3228,18-Aug-2025 20:07:53,21336252,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3229,18-Aug-2025 20:07:53,21337920,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3230,18-Aug-2025 20:07:53,21339588,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3231,18-Aug-2025 20:07:53,21341256,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3232,18-Aug-2025 20:07:53,21342924,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3233,18-Aug-2025 20:07:53,21344592,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3234,18-Aug-2025 20:07:53,21346260,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3235,18-Aug-2025 20:07:53,21347928,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3236,18-Aug-2025 20:07:53,21349596,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3237,18-Aug-2025 20:07:53,21351264,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3238,18-Aug-2025 20:07:53,21352932,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3239,18-Aug-2025 20:07:53,21354600,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3240,18-Aug-2025 20:07:53,21356268,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3241,18-Aug-2025 20:07:53,21357936,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3242,18-Aug-2025 20:07:53,21359604,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3243,18-Aug-2025 20:07:53,21361272,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3244,18-Aug-2025 20:07:53,21362940,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3245,18-Aug-2025 20:07:53,21364608,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3246,18-Aug-2025 20:07:53,21366276,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3247,18-Aug-2025 20:07:53,21367944,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3248,18-Aug-2025 20:07:53,21369612,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3249,18-Aug-2025 20:07:53,21371280,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3250,18-Aug-2025 20:07:53,21372948,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3251,18-Aug-2025 20:07:54,21374616,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3252,18-Aug-2025 20:07:54,21376284,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3253,18-Aug-2025 20:07:54,21377952,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3254,18-Aug-2025 20:07:54,21379620,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3255,18-Aug-2025 20:07:54,21381288,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3256,18-Aug-2025 20:07:54,21382956,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3257,18-Aug-2025 20:07:54,21384624,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3258,18-Aug-2025 20:07:54,21386292,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3259,18-Aug-2025 20:07:54,21387960,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3260,18-Aug-2025 20:07:54,21389628,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3261,18-Aug-2025 20:07:54,21391296,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3262,18-Aug-2025 20:07:54,21392964,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3263,18-Aug-2025 20:07:54,21394632,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3264,18-Aug-2025 20:07:54,21396300,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3265,18-Aug-2025 20:07:54,21397968,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3266,18-Aug-2025 20:07:54,21399636,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3267,18-Aug-2025 20:07:54,21401304,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3268,18-Aug-2025 20:07:54,21402972,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3269,18-Aug-2025 20:07:54,21404640,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3270,18-Aug-2025 20:07:54,21406308,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3271,18-Aug-2025 20:07:54,21407976,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3272,18-Aug-2025 20:07:54,21409644,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3273,18-Aug-2025 20:07:54,21411312,1668,-39,14.3,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3274,18-Aug-2025 20:07:54,21421548,1668,-39,14.3,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3275,18-Aug-2025 20:07:54,21440352,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3276,18-Aug-2025 20:07:54,21450588,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3277,18-Aug-2025 20:07:54,21460824,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3278,18-Aug-2025 20:07:54,21479628,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3279,18-Aug-2025 20:07:54,21498432,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3280,18-Aug-2025 20:07:54,21508668,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3281,18-Aug-2025 20:07:54,21527472,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3282,18-Aug-2025 20:07:54,21537708,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3283,18-Aug-2025 20:07:54,21547944,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3284,18-Aug-2025 20:07:54,21583884,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3285,18-Aug-2025 20:07:54,21602688,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3286,18-Aug-2025 20:07:54,21612924,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3287,18-Aug-2025 20:07:54,21623160,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3288,18-Aug-2025 20:07:54,21659100,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3289,18-Aug-2025 20:07:54,21669336,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3290,18-Aug-2025 20:07:54,21679572,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3291,18-Aug-2025 20:07:54,21689808,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3292,18-Aug-2025 20:07:54,21700044,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3293,18-Aug-2025 20:07:54,21710280,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3294,18-Aug-2025 20:07:54,21729084,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3295,18-Aug-2025 20:07:54,21747888,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3296,18-Aug-2025 20:07:54,21783828,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3297,18-Aug-2025 20:07:54,21802632,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3298,18-Aug-2025 20:07:54,21830004,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3299,18-Aug-2025 20:07:54,21848808,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3300,18-Aug-2025 20:07:54,21867612,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3301,18-Aug-2025 20:07:54,21886416,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3302,18-Aug-2025 20:07:54,21905220,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3303,18-Aug-2025 20:07:54,21924024,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3304,18-Aug-2025 20:07:54,21934260,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3305,18-Aug-2025 20:07:54,21944496,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3306,18-Aug-2025 20:07:54,21954732,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3307,18-Aug-2025 20:07:54,21964968,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3308,18-Aug-2025 20:07:54,21983772,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3309,18-Aug-2025 20:07:54,21994008,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3310,18-Aug-2025 20:07:54,22021380,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3311,18-Aug-2025 20:07:54,22031616,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3312,18-Aug-2025 20:07:54,22050420,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3313,18-Aug-2025 20:07:54,22060656,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3314,18-Aug-2025 20:07:54,22070892,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3315,18-Aug-2025 20:07:54,22081128,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3316,18-Aug-2025 20:07:54,22091364,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3317,18-Aug-2025 20:07:54,22101600,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3318,18-Aug-2025 20:07:54,22111836,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3319,18-Aug-2025 20:07:54,22122072,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3320,18-Aug-2025 20:07:54,22132308,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3321,18-Aug-2025 20:07:54,22142544,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3322,18-Aug-2025 20:07:54,22152780,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
3323,18-Aug-2025 20:07:54,22163016,1668,NaN,NaN,NaN,0,index_out_of_sniffer_range,NaN,NaN,NaN,NaN,NaN,-114667,0,0,NaN
